"","Dim1","Dim2","Cluster","Country_Wave","Distance_to_Cluster_1","Country","Wave"
"176",5.67109134042085,-9.11195781147005,"1","MNE4",0,"MNE",4
"177",-11.4285505678563,13.0379077738487,"2","MYS5",24.8331505354901,"MYS",5
"178",-16.6933023528859,5.67486134931601,"3","MYS6",26.5103816163126,"MYS",6
"179",-0.871391163305865,12.8193537931693,"2","MYS7",15.1643802114891,"MYS",7
"180",-11.0528942317202,-2.06409200727663,"3","NGA2",18.1483912718859,"NGA",2
"181",-14.0427682533076,-4.55504006227749,"3","NGA3",20.2336788381714,"NGA",3
"182",-17.3254041398205,-4.61953524102589,"3","NGA4",23.4311900024878,"NGA",4
"183",-12.2230458182355,2.68870695238466,"3","NGA6",21.1985679381414,"NGA",6
"184",-23.4612996803799,-1.70350695022372,"3","NGA7",30.0596299167756,"NGA",7
"185",-10.0479997966313,9.57722807751271,"2","NIC7",22.1244283101324,"NIC",7
"186",28.9236957679352,0.937342201006267,"1","NLD5",0,"NLD",5
"187",31.1005200419501,-0.456041129474333,"1","NLD6",0,"NLD",6
"188",27.2507728723342,-11.1731350707539,"1","NOR3",0,"NOR",3
"189",33.02509925757,-10.3459601155772,"1","NOR5",0,"NOR",5
"190",25.0885407631676,-7.01093165190991,"1","NZL3",0,"NZL",3
"191",27.2946686021749,-7.49140556756651,"1","NZL5",0,"NZL",5
"192",26.8411160953705,-7.72557868957358,"1","NZL6",0,"NZL",6
"193",38.5234300686831,-10.1963063701895,"1","NZL7",0,"NZL",7
"194",-7.32921138718255,9.38155299244504,"2","PAK3",19.5757665657872,"PAK",3
"195",-25.4820494706373,-15.7621825347373,"3","PAK4",31.8550415354832,"PAK",4
"196",-25.207602464989,3.32640324534143,"3","PAK6",33.2897365052843,"PAK",6
"197",-20.3522948364465,4.35721868135055,"3","PAK7",29.2750816792365,"PAK",7
"198",-6.07470286629095,1.68512651220399,"2","PER3",15.1988343143607,"PER",3
"199",-7.16761907325011,-4.24865158007003,"3","PER4",13.7289559873904,"PER",4
"200",-3.37289897497637,4.67460010551064,"2","PER5",14.0059997811597,"PER",5
"201",-3.1575966273957,4.23988559467911,"2","PER6",13.6277481605196,"PER",6
"202",-6.14740882655301,4.04059271645811,"2","PER7",16.2560496703054,"PER",7
"203",-16.073258157285,12.3547914715164,"2","PHL3",28.759060221221,"PHL",3
"204",-17.7228194569168,16.1711002168501,"2","PHL4",31.8614729032182,"PHL",4
"205",-19.209991699366,25.2264546148849,"2","PHL6",37.0213466683857,"PHL",6
"206",-19.265474822072,31.9738824241015,"2","PHL7",39.9112267793121,"PHL",7
"207",-6.94942857910473,-0.899122311919698,"2","POL2",14.9047901832507,"POL",2
"208",-5.09916304265109,1.29897200796546,"2","POL3",14.1513784679028,"POL",3
"209",-2.98964792853922,3.53298493035616,"2","POL5",13.1779075240026,"POL",5
"210",0.345608309124897,2.22722055753628,"2","POL6",9.60286100115691,"POL",6
"211",-3.99256475061239,-6.40289670110861,"3","PRI3",10.0361975436013,"PRI",3
"212",-4.99821789363121,-11.877404724267,"3","PRI4",11.0218807868877,"PRI",4
"213",6.38390536817381,-11.1647917263251,"1","PRI7",0,"PRI",7
"214",9.69956528389407,-1.59677812627028,"1","PRT7",0,"PRT",7
"215",-10.9267097378122,-0.0552735563249155,"3","PSE6",18.8678516428331,"PSE",6
"216",-16.4221147150359,-9.77640624363713,"3","QAT6",22.1031953741469,"QAT",6
"217",-2.40007434736045,-4.18234283766045,"2","ROU3",9.39620838771765,"ROU",3
"218",-12.0348917371985,1.2699177938095,"3","ROU5",20.4308111233245,"ROU",5
"219",-10.5924411974315,0.662842912680605,"3","ROU6",18.866832177952,"ROU",6
"220",-11.0733295407174,4.71804573089908,"2","ROU7",21.0096326086841,"ROU",7
"221",1.63737098911547,-5.77029528502272,"2","RUS2",5.06542536207057,"RUS",2
"222",-3.033732837963,19.7048115639007,"2","RUS3",20.0235584986519,"RUS",3
"223",-1.08008883290464,8.61385958717892,"2","RUS5",13.5838813408757,"RUS",5
"224",-1.07477140570931,22.2766362972969,"2","RUS6",19.3288232538874,"RUS",6
"225",2.50645603512439,16.8556101467786,"2","RUS7",13.798803568323,"RUS",7
"226",-19.7626194096944,-2.58894392927655,"3","RWA5",26.256872484113,"RWA",5
"227",-8.64125309770633,-15.0915435852353,"3","RWA6",15.4818790457527,"RWA",6
"228",-12.5196869026446,-3.14782259411355,"3","SAU4",19.1435451754484,"SAU",4
"229",-4.85016906080107,-0.840274703774097,"2","SGP4",13.0252382223904,"SGP",4
"230",4.96622604158468,4.47426354053452,"2","SGP6",6.35695817505693,"SGP",6
"231",3.29939660224938,-1.39120757862229,"2","SGP7",5.40061004833717,"SGP",7
"232",-17.2070895879283,1.96318390773386,"3","SLV3",25.4144559883632,"SLV",3
"233",2.69077792994078,-3.85470834913895,"2","SRB3",4.91598516638923,"SRB",3
"234",3.73340607885013,-6.47058853335153,"2","SRB4",2.86932586568795,"SRB",4
"235",15.6005821072086,21.3513656368267,"2","SRB5",4.28901667463151,"SRB",5
"236",11.7379857657592,17.9020156511274,"2","SRB7",5.86490003508378,"SRB",7
"237",6.64637788972844,5.05513850962653,"2","SVK2",5.07728153963706,"SVK",2
"238",13.6651425982404,13.1435650504183,"2","SVK3",2.11418439411116,"SVK",3
"239",12.6851978853406,4.16422828716907,"1","SVN3",0,"SVN",3
"240",18.5710651152213,2.92348597876067,"1","SVN5",0,"SVN",5
"241",21.6938306144412,5.03269814527094,"1","SVN6",0,"SVN",6
"242",9.65895913463491,-4.5564635187525,"1","SWE1",0,"SWE",1
"243",42.9115012674462,-9.53823704425041,"1","SWE3",0,"SWE",3
"244",41.0146546601948,-7.10276455857854,"1","SWE4",0,"SWE",4
"245",42.9570439908568,-12.0555722901073,"1","SWE5",0,"SWE",5
"246",39.9750811970617,-8.54706031556612,"1","SWE6",0,"SWE",6
"247",-15.9022000942578,21.8678695297602,"2","THA5",32.6073169030244,"THA",5
"248",-8.33288402678007,-13.0465380584185,"3","THA6",14.5462107743473,"THA",6
"249",-8.08325083514504,14.4325187281309,"2","THA7",22.3854038393424,"THA",7
"250",-25.3636057335164,9.98649731246813,"3","TJK7",36.1900234905806,"TJK",7
"251",-3.39166628412149,-5.48647636726387,"3","TTO5",9.76102921779731,"TTO",5
"252",-1.29786990914262,-11.7567966032479,"3","TTO6",7.45093446099565,"TTO",6
"253",-18.9136163199063,0.282247405119462,"3","TUN6",26.3184145114691,"TUN",6
"254",-15.2369009823945,-0.763491499518339,"3","TUN7",22.5131302271481,"TUN",7
"255",-6.15745677675006,-4.73393641362308,"3","TUR2",12.6127563202425,"TUR",2
"256",-2.80067559605935,-2.71842771436091,"2","TUR3",10.3756745553057,"TUR",3
"257",-2.95246423487132,1.32551257472717,"2","TUR4",12.2151966355145,"TUR",4
"258",-10.7869348134733,-4.00921874391167,"3","TUR5",17.2309190340684,"TUR",5
"259",-8.48469655380569,-2.63496951783467,"3","TUR6",15.5671997530813,"TUR",6
"260",-3.89907294909173,-1.67205719780483,"2","TUR7",11.8124206326345,"TUR",7
"261",-4.08599012042963,0.530299468743556,"2","TWN3",12.908807511178,"TWN",3
"262",-0.907625288181725,1.12710153179835,"2","TWN5",10.2767483509264,"TWN",5
"263",4.47971765713535,2.27174976849294,"2","TWN6",5.87139475783048,"TWN",6
"264",8.04821667179841,-2.7399163557536,"2","TWN7",0.525194271751822,"TWN",7
"265",-19.0480606922096,-27.2360772877379,"3","TZA4",30.0843998974386,"TZA",4
"266",-8.857200852321,-18.1046302460012,"3","UGA4",16.7467213935391,"UGA",4
"267",-3.01227836587684,11.5513371605939,"2","UKR3",16.5728343699116,"UKR",3
"268",-2.01374662734487,13.4313938506125,"2","UKR5",16.458221179115,"UKR",5
"269",-1.07531481993089,15.1188430994019,"2","UKR6",16.3170710645247,"UKR",6
"270",2.99145817460424,10.616877065452,"2","UKR7",10.7333668588642,"UKR",7
"271",8.34283597261955,-0.860915685259693,"2","URY3",1.04868205031478,"URY",3
"272",13.2359693959109,2.40657237669586,"1","URY5",0,"URY",5
"273",16.4962594769612,2.88615345135827,"1","URY6",0,"URY",6
"274",0.556144248455262,-1.3757418716397,"2","USA1",7.89562565622851,"USA",1
"275",7.21499631145452,-8.80458492361177,"1","USA2",0,"USA",2
"276",13.1449065508986,-15.1540674812974,"1","USA3",0,"USA",3
"277",18.3149386494747,-8.5045524205993,"1","USA4",0,"USA",4
"278",17.6027116380644,-6.85439797779946,"1","USA5",0,"USA",5
"279",19.0272131814626,-6.18937558112701,"1","USA6",0,"USA",6
"280",24.1501842472481,-2.48132852870757,"1","USA7",0,"USA",7
"281",-18.8184239323583,-6.92629654037979,"3","UZB6",24.5868557032773,"UZB",6
"282",-11.0215634646307,-3.25402755874085,"3","VEN3",17.6906775203444,"VEN",3
"283",-9.26279449907633,-3.80933477551132,"3","VEN4",15.8473580558723,"VEN",4
"284",-36.3961733716703,-14.3613948105004,"3","VNM4",42.3935295655912,"VNM",4
"285",-18.0881604655119,-25.7275714145511,"3","VNM5",28.4772990055025,"VNM",5
"286",-8.04361236680672,29.7368757443939,"2","VNM7",28.7900451961014,"VNM",7
"287",-20.7769220280803,-1.76352464830308,"3","YEM6",27.4498976537244,"YEM",6
"288",-1.34475581159581,1.25974916360396,"2","ZAF1",10.7291085205265,"ZAF",1
"289",-2.99804535691543,-6.7554973504719,"3","ZAF2",8.98369840528138,"ZAF",2
"290",-3.18087771071599,-3.52282524435288,"2","ZAF3",10.382052051638,"ZAF",3
"291",-0.789606424469572,-1.22476354948534,"2","ZAF4",9.17994343081318,"ZAF",4
"292",-3.29428500758096,1.28525703066432,"2","ZAF5",12.5083341718425,"ZAF",5
"293",3.53263455432624,25.7209228867302,"2","ZAF6",16.6204861688735,"ZAF",6
"294",0.361777359120711,12.353881738398,"2","ZMB5",13.849840167769,"ZMB",5
"295",-20.5218977854804,-14.8964704593457,"3","ZWE4",26.8241172483975,"ZWE",4
"296",-8.81059716491474,-5.88053396603417,"3","ZWE6",14.8378368333222,"ZWE",6
"297",-14.3419703270331,-3.78399469489623,"3","ZWE7",20.7101382997442,"ZWE",7
